Rk,player_name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,salary_rank,salary_20-21,salary_21-22,signed_using,guaranteed_money,salary_above_average
467,Myles Turner,C,24,IND,45,45,1402,201,418,0.48100000000000004,66,198,0.33299999999999996,135,220,0.614,0.56,105,134,0.784,59,232,291,46,40,156,66,161,573,61,18000000,18000000,1st Round pick,54000000,1
468,Jonas Valančiūnas,C,28,MEM,42,41,1156,279,502,0.556,12,39,0.308,267,463,0.5770000000000001,0.568,109,143,0.762,174,352,526,73,24,27,75,126,679,79,15000000,14000000,Bird Rights,29000000,1
469,Denzel Valentine,SG,27,CHI,43,3,787,122,321,0.38,62,186,0.33299999999999996,60,135,0.444,0.47700000000000004,11,11,1.0,19,143,162,74,26,1,26,48,317,220,4642800,0,,4642800,0
470,Jarred Vanderbilt,PF,21,MIN,46,25,792,98,163,0.601,1,4,0.25,97,159,0.61,0.604,43,74,0.581,70,169,239,58,43,30,44,89,240,399,1663861,0,,,0
471,Fred VanVleet,SG,26,TOR,44,44,1601,285,725,0.39299999999999996,147,396,0.371,138,329,0.419,0.494,154,174,0.885,28,158,186,270,76,34,86,105,871,49,21250000,19675926,Bird,62175926,1
472,Devin Vassell,SF,20,SAS,41,1,697,75,186,0.40299999999999997,37,94,0.39399999999999996,38,92,0.413,0.503,27,31,0.871,17,102,119,39,36,12,17,58,214,234,4033440,4235160,1st Round Pick,8268600,0
474,Noah Vonleh,PF,25,BRK,4,0,11,0,3,0.0,0,2,0.0,0,1,0.0,0.0,0,0,0.7466597938144333,0,1,1,1,0,0,2,2,0,488,263995,0,,263995,0
475,Nikola Vučević,C,30,TOT,49,49,1654,477,986,0.484,123,309,0.39799999999999996,354,677,0.523,0.546,107,128,0.836,95,471,566,185,46,33,86,91,1184,44,26000000,24000000,Bird Rights,72000000,1
476,Dean Wade,PF,24,CLE,42,9,664,72,173,0.41600000000000004,40,114,0.35100000000000003,32,59,0.542,0.532,16,21,0.762,20,100,120,43,14,14,15,47,200,429,1517981,1782621,,,0
477,Moritz Wagner,C,23,TOT,31,14,424,66,135,0.489,15,48,0.313,51,87,0.586,0.544,42,54,0.778,16,72,88,36,22,8,27,70,189,335,2161920,0,1st Round Pick,2161920,0
478,Kemba Walker,PG,30,BOS,31,31,954,189,476,0.397,87,249,0.349,102,227,0.449,0.488,89,95,0.937,9,102,111,149,35,9,65,41,554,12,34379100,36016200,Sign and Trade,70395300,1
479,Lonnie Walker,SG,22,SAS,37,30,968,164,386,0.425,63,177,0.35600000000000004,101,209,0.483,0.506,36,46,0.7829999999999999,9,94,103,61,19,13,38,73,427,283,2892000,4447896,1st Round Pick,7339896,0
480,John Wall,PG,30,HOU,32,32,1018,229,573,0.4,62,195,0.318,167,378,0.442,0.45399999999999996,126,169,0.746,15,93,108,217,33,25,108,39,646,4,41254920,44310840,Bird Rights,85565760,1
481,Brad Wanamaker,PG,31,TOT,43,0,691,72,193,0.373,14,65,0.215,58,128,0.45299999999999996,0.409,56,63,0.889,10,61,71,109,29,6,43,63,214,329,2250000,0,Mini MLE,2250000,0
482,T.J. Warren,SF,27,IND,4,4,117,27,51,0.529,0,7,0.0,27,44,0.614,0.529,8,10,0.8,2,12,14,5,2,0,4,16,62,106,11750000,12690000,1st Round Pick,24440000,1
483,P.J. Washington,PF,22,CHO,45,45,1327,187,434,0.431,60,160,0.375,127,274,0.46399999999999997,0.5,84,108,0.778,65,226,291,121,44,57,101,124,518,235,4023600,4215120,1st Round Pick,8238720,0
486,Paul Watson,SF,26,TOR,24,0,234,25,55,0.455,20,44,0.455,5,11,0.455,0.636,2,4,0.5,3,32,35,11,5,2,6,31,72,441,1445697,1701593,Minimum Salary,350000,0
488,Russell Westbrook,PG,32,WAS,42,42,1479,347,804,0.43200000000000005,56,181,0.309,291,623,0.467,0.466,165,269,0.613,68,371,439,442,53,17,210,118,915,2,41358814,44211146,Bird Rights,85569960,1
489,Coby White,PG,20,CHI,45,36,1411,245,600,0.408,99,285,0.34700000000000003,146,315,0.46299999999999997,0.491,77,86,0.895,21,181,202,207,23,8,100,113,666,191,5572680,5837760,1st Round Pick,5572680,0
490,Derrick White,SG,26,SAS,24,20,696,113,291,0.38799999999999996,52,158,0.32899999999999996,61,133,0.45899999999999996,0.478,63,74,0.851,6,59,65,81,17,24,33,64,341,259,3516284,15178571,1st Round Pick,71516284,0
491,Hassan Whiteside,C,31,SAC,29,1,429,99,179,0.5529999999999999,0,1,0.0,99,178,0.556,0.5529999999999999,34,65,0.523,50,124,174,16,7,40,33,52,232,320,2320044,0,Minimum Salary,2320044,0
493,Andrew Wiggins,PF,25,GSW,50,50,1617,339,714,0.475,104,260,0.4,235,454,0.518,0.5479999999999999,126,180,0.7,50,190,240,113,46,47,96,109,908,23,29542010,31579390,1st Round Pick,94738170,1
494,Grant Williams,PF,22,BOS,42,8,771,72,161,0.447,34,86,0.395,38,75,0.507,0.5529999999999999,19,36,0.528,38,87,125,44,23,16,34,110,197,308,2498760,2617800,1st Round Pick,5116560,0
495,Kenrich Williams,PF,26,OKC,50,8,1009,157,282,0.557,35,81,0.43200000000000005,122,201,0.607,0.619,25,42,0.595,63,141,204,96,34,12,48,97,374,352,2000000,2000000,Sign and Trade,2000000,0
496,Lou Williams,PG,34,TOT,45,3,997,197,470,0.419,48,124,0.387,149,346,0.431,0.47,109,127,0.858,17,80,97,159,41,5,70,45,551,151,8000000,0,Cap Space,8000000,1
497,Patrick Williams,PF,19,CHI,47,47,1340,180,375,0.48,39,102,0.382,141,273,0.516,0.532,61,81,0.753,43,182,225,62,34,33,66,98,460,167,7068360,7422000,1st Round Pick,14490360,0
498,Robert Williams,C,23,BOS,42,5,773,151,207,0.7290000000000001,0,1,0.0,151,206,0.733,0.7290000000000001,42,64,0.6559999999999999,108,178,286,72,38,77,40,84,344,347,2029920,3661976,1st Round Pick,5691896,0
499,Zion Williamson,PF,20,NOP,44,44,1444,444,712,0.624,8,23,0.348,436,689,0.633,0.629,264,373,0.708,115,196,311,155,41,30,113,101,1160,117,10245480,10733400,1st Round Pick,10245480,1
500,D.J. Wilson,PF,24,TOT,22,0,224,36,85,0.424,19,49,0.38799999999999996,17,36,0.47200000000000003,0.535,7,10,0.7,9,48,57,8,4,9,13,29,98,222,4548280,0,1st Round Pick,4548280,0
501,Dylan Windler,SF,24,CLE,31,0,513,57,130,0.43799999999999994,26,77,0.33799999999999997,31,53,0.585,0.5379999999999999,21,27,0.778,20,87,107,33,19,12,32,37,161,337,2137440,2239200,1st Round Pick,4376640,0
502,Justise Winslow,SF,24,MEM,16,0,337,50,146,0.342,5,41,0.122,45,105,0.429,0.36,9,16,0.563,13,64,77,28,12,7,25,32,114,95,13000000,13000000,1st Round Pick,13000000,1
504,James Wiseman,C,19,GSW,36,24,781,173,339,0.51,12,36,0.33299999999999996,161,303,0.531,0.528,53,83,0.639,51,158,209,23,10,35,59,117,411,141,8730240,9166800,1st Round Pick,17897040,1
505,Christian Wood,C,25,HOU,27,27,848,218,414,0.527,45,123,0.366,173,291,0.595,0.581,84,128,0.6559999999999999,46,212,258,39,24,35,49,54,565,93,13015874,13666667,Sign and Trade,41000000,1
506,Robert Woodard,SF,21,SAC,11,0,29,7,14,0.5,1,4,0.25,6,10,0.6,0.536,3,8,0.375,3,8,11,0,0,2,1,2,18,433,1500000,1517981,MLE,3317981,0
507,Delon Wright,SG-PG,28,TOT,42,31,1178,152,331,0.45899999999999996,36,104,0.34600000000000003,116,227,0.511,0.514,83,103,0.8059999999999999,40,142,182,195,62,19,53,49,423,138,9000000,8526316,Sign and Trade,17526316,1
508,Thaddeus Young,PF,32,CHI,44,11,1103,250,425,0.588,6,25,0.24,244,400,0.61,0.595,43,70,0.614,109,174,283,191,56,26,88,110,549,87,13545000,14190000,Cap space,19545000,1
509,Trae Young,PG,22,ATL,47,47,1611,357,828,0.431,110,307,0.358,247,521,0.474,0.498,361,414,0.872,32,152,184,443,41,11,205,93,1185,174,6571800,8326471,1st Round Pick,14898271,0
510,Cody Zeller,C,28,CHO,30,20,644,111,209,0.531,3,22,0.136,108,187,0.578,0.5379999999999999,48,69,0.696,77,131,208,61,22,11,27,70,273,76,15415730,0,1st Round Pick,15415730,1
511,Ivica Zubac,C,23,LAC,51,12,1105,171,268,0.638,0,3,0.0,171,265,0.645,0.638,97,117,0.8290000000000001,140,233,373,56,21,48,55,132,439,168,7000000,7518518,Bird Rights,14518518,0
